timestamp;message
1677056507853;setting manual 0 0
1677056508854;setting manual 0 0
1677056509472;
1677056509853;
1677056510853;
1677056511853;
1677056512854;
1677056513854;setting manual 0 0
1677056514857;setting manual 0 0
1677056515857;setting manual 0 0
1677056516855;setting manual 0 0
1677056517861;setting manual 0 0
