timestamp;message
1677056357995;setting manual 0 0
1677056358993;setting manual 0 0
1677056359996;setting manual 0 0
1677056360814;
1677056360993;
1677056361995;
1677056362995;
1677056363996;
1677056364996;
1677056365997;
1677056366997;
1677056367996;
1677056368998;
1677056369996;
1677056370997;
1677056371998;
1677056372997;
1677056373991;
1677056374999;setting manual 0 0
1677056376002;setting manual 0 0
1677056377008;setting manual 0 0
