timestamp;x;y;theta
1677077565351;0.7269;-0.8558;0
1677077565368;0.7269;-0.8558;0
1677077565387;0.7269;-0.8558;0
1677077565406;0.7269;-0.8558;0
1677077565424;0.7269;-0.8558;0
1677077565453;0.7269;-0.8558;0
1677077565472;0.7269;-0.8558;0
1677077565489;0.7269;-0.8558;0
1677077565505;0.7269;-0.8558;0
1677077565530;0.7269;-0.8558;0
1677077565553;0.7269;-0.8558;0
1677077565567;0.7269;-0.8558;0
1677077565587;0.7269;-0.8558;0
1677077565606;0.7269;-0.8558;0
1677077565632;0.7269;-0.8558;0
1677077565649;0.7269;-0.8558;0
1677077565672;0.7269;-0.8558;0
1677077565689;0.7269;-0.8558;0
1677077565705;0.7269;-0.8558;0
1677077565728;0.7269;-0.8558;0
1677077565753;0.7269;-0.8558;0
1677077565766;0.7269;-0.8558;0
1677077565787;0.7269;-0.8558;0
1677077565809;0.7269;-0.8558;0
1677077565832;0.7269;-0.8558;0
1677077565850;0.7269;-0.8558;0
1677077565869;0.7269;-0.8558;0
1677077565889;0.7269;-0.8558;0
1677077565906;0.7269;-0.8558;0
1677077565929;0.7269;-0.8558;0
1677077565953;0.7269;-0.8558;0
1677077565968;0.7269;-0.8558;0
1677077565987;0.7269;-0.8558;0
1677077566007;0.7269;-0.8558;0
1677077566035;0.7269;-0.8558;0
1677077566049;0.7269;-0.8558;0
1677077566070;0.7269;-0.8558;0
1677077566090;0.7269;-0.8558;0
1677077566108;0.7269;-0.8558;0
1677077566133;0.7269;-0.8558;0
1677077566147;0.7269;-0.8558;0
1677077566171;0.7269;-0.8558;0
1677077566189;0.7269;-0.8558;0
1677077566205;0.7269;-0.8558;0
1677077566231;0.7269;-0.8558;0
1677077566249;0.7269;-0.8558;0
1677077566265;0.7269;-0.8558;0
1677077566287;0.7269;-0.8558;0
1677077566306;0.7269;-0.8558;0
1677077566330;0.7269;-0.8558;0
1677077566352;0.7269;-0.8558;0
1677077566368;0.7269;-0.8558;0
1677077566387;0.7269;-0.8558;0
1677077566404;0.7269;-0.8558;0
1677077566425;0.7269;-0.8558;0
1677077566449;0.7269;-0.8558;0
1677077566473;0.7269;-0.8558;0
1677077566487;0.7269;-0.8558;0
1677077566504;0.7269;-0.8558;0
1677077566530;0.7269;-0.8558;0
1677077566551;0.7269;-0.8558;0
1677077566567;0.7269;-0.8558;0
1677077566588;0.7269;-0.8558;0
1677077566608;0.7269;-0.8558;0
1677077566625;0.7269;-0.8558;0
1677077566648;0.7269;-0.8558;0
1677077566672;0.7269;-0.8558;0
1677077566688;0.7269;-0.8558;0
1677077566706;0.7269;-0.8558;0
1677077566732;0.7269;-0.8558;0
1677077566751;0.7269;-0.8558;0
1677077566767;0.7269;-0.8558;0
1677077566787;0.7269;-0.8558;0
1677077566804;0.7269;-0.8558;0
1677077566823;0.7269;-0.8558;0
1677077566850;0.7269;-0.8558;0
1677077566872;0.7269;-0.8558;0
1677077566888;0.7269;-0.8558;0
1677077566905;0.7269;-0.8558;0
1677077566930;0.7269;-0.8558;0
1677077566954;0.7269;-0.8558;0
1677077566969;0.7269;-0.8558;0
1677077566987;0.7269;-0.8558;0
1677077567006;0.7269;-0.8558;0
1677077567033;0.7269;-0.8558;0
1677077567048;0.7269;-0.8558;0
1677077567070;0.7269;-0.8558;0
1677077567089;0.7269;-0.8558;0
1677077567105;0.7269;-0.8558;0
1677077567124;0.7269;-0.8558;0
1677077567153;0.7269;-0.8558;0
1677077567167;0.7269;-0.8558;0
1677077567188;0.7269;-0.8558;0
1677077567207;0.7269;-0.8558;0
1677077567233;0.7269;-0.8558;0
1677077567248;0.7269;-0.8558;0
1677077567270;0.7269;-0.8558;0
1677077567289;0.7269;-0.8558;0
1677077567306;0.7269;-0.8558;0
1677077567331;0.7269;-0.8558;0
1677077567354;0.7269;-0.8558;0
1677077567367;0.7269;-0.8558;0
1677077567388;0.7269;-0.8558;0
1677077567407;0.7269;-0.8558;0
1677077567425;0.7269;-0.8558;0
