timestamp;x;y;theta
1677146308811;0;0;0
1677146308825;0;0;0
1677146308845;0;0;0
1677146308875;0;0;0
1677146308891;0;0;0
1677146308909;0;0;0
1677146308926;0;0;0
1677146308944;0;0;0
1677146308968;0;0;0
1677146308989;0;0;0
1677146309005;0;0;0
1677146309026;0;0;0
1677146309044;0;0;0
1677146309064;0;0;0
1677146309092;0;0;0
1677146309107;0;0;0
1677146309125;0;0;0
1677146309144;0;0;0
1677146309167;0;0;0
1677146309191;0;0;0
1677146309205;0;0;0
1677146309225;0;0;0
1677146309247;0;0;0
1677146309279;0;0;0
1677146309290;0;0;0
1677146309309;0;0;0
1677146309324;0;0;0
1677146309351;0;0;0
1677146309368;0;0;0
1677146309388;0;0;0
1677146309407;0;0;0
1677146309424;0;0;0
1677146309451;0;0;0
1677146309471;0;0;0
1677146309489;0;0;0
1677146309508;0;0;0
1677146309524;0;0;0
1677146309554;0;0;0
1677146309568;0;0;0
1677146309589;0;0;0
1677146309604;0;0;0
1677146309624;0;0;0
1677146309644;0;0;0
1677146309673;0;0;0
1677146309691;0;0;0
1677146309711;0;0;0
1677146309725;0;0;0
1677146309747;0;0;0
1677146309768;0;0;0
1677146309785;0;0;0
1677146309813;0;0;0
1677146309837;0;0;0
1677146309846;0;0;0
1677146309863;0;0;0
1677146309892;0;0;0
1677146309908;0;0;0
1677146309927;0;0;0
1677146309944;0;0;0
1677146309967;0;0;0
1677146309993;0;0;0
1677146310009;0;0;0
1677146310026;0;0;0
1677146310043;0;0;0
1677146310064;0;0;0
1677146310093;0;0;0
1677146310109;0;0;0
1677146310126;0;0;0
1677146310144;0;0;0
1677146310168;0;0;0
1677146310190;0;0;0
1677146310205;0;0;0
1677146310225;0;0;0
1677146310247;0;0;0
1677146310274;0;0;0
1677146310290;0;0;0
1677146310309;0;0;0
1677146310328;0;0;0
1677146310346;0;0;0
1677146310370;0;0;0
1677146310391;0;0;0
1677146310411;0;0;0
1677146310426;0;0;0
1677146310443;0;0;0
1677146310472;0;0;0
1677146310488;0;0;0
1677146310510;0;0;0
1677146310527;0;0;0
1677146310544;0;0;0
1677146310568;0;0;0
1677146310591;0;0;0
1677146310606;0;0;0
1677146310625;0;0;0
1677146310644;0;0;0
1677146310663;0;0;0
1677146310689;0;0;0
1677146310707;0;0;0
1677146310727;0;0;0
1677146310743;0;0;0
1677146310768;0;0;0
1677146310795;0;0;0
1677146310810;0;0;0
1677146310829;0;0;0
1677146310845;0;0;0
1677146310879;0.1;0;0
1677146310879;0.1;0;0
1677146310892;0.1;0;0
1677146310910;0.1;0;0
1677146310927;0.1;0;0
1677146310944;0.1;0;0
1677146310970;0.1;0;0
1677146310983;0.1;0;0
1677146311009;0.1;0;0
1677146311027;0.1;0;0
1677146311045;0.1;0;0
1677146311076;0.1;0;0
1677146311092;0.1;0;0
1677146311110;0.1;0;0
1677146311126;0.1;0;0
1677146311144;0.1;0;0
1677146311168;0.1;0;0
1677146311188;0.1;0;0
1677146311205;0.1;0;0
1677146311225;0.1;0;0
1677146311243;0.1;0;0
1677146311273;0.1;0;0
1677146311288;0.1;0;0
1677146311308;0.1;0;0
1677146311325;0.1;0;0
1677146311352;0.1;0;0
1677146311369;0.1;0;0
